amiiboSeries,character,gameSeries,head,image,name,release,tail,type
Animal Crossing,Hopkins,Animal Crossing,04a20001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04a20001-02e80502.png,Hopkins,"{'au': '2016-11-10', 'eu': '2016-11-11', 'jp': '2016-11-03', 'na': '2016-12-02'}",02e80502,Card
Animal Crossing,OHare,Animal Crossing,04a30001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04a30001-01c90502.png,OHare,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",01c90502,Card
Animal Crossing,Carmen,Animal Crossing,04a40001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04a40001-00d40502.png,Carmen,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00d40502,Card
Animal Crossing,Bonbon,Animal Crossing,04a50001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04a50001-00740502.png,Bonbon,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",740502,Card
Animal Crossing,Cole,Animal Crossing,04a60001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04a60001-00a30502.png,Cole,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",00a30502,Card
Animal Crossing,Mira,Animal Crossing,04a70001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04a70001-01a60502.png,Mira,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",01a60502,Card
Animal Crossing,Toby,Animal Crossing,04a80101,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04a80101-031e0502.png,Toby,"{'au': None, 'eu': '2016-11-25', 'jp': '2016-11-03', 'na': None}",031e0502,Card
Animal Crossing,Tank,Animal Crossing,04b20001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04b20001-01b90502.png,Tank,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",01b90502,Card
Animal Crossing,Rhonda,Animal Crossing,04b30001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04b30001-00dd0502.png,Rhonda,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00dd0502,Card
Animal Crossing,Spike,Animal Crossing,04b40001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04b40001-030c0502.png,Spike,"{'au': '2016-11-10', 'eu': '2016-11-11', 'jp': '2016-11-03', 'na': '2016-12-02'}",030c0502,Card
Animal Crossing,Hornsby,Animal Crossing,04b60001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04b60001-02ec0502.png,Hornsby,"{'au': '2016-11-10', 'eu': '2016-11-11', 'jp': '2016-11-03', 'na': '2016-12-02'}",02ec0502,Card
Animal Crossing,Merengue,Animal Crossing,04b90001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04b90001-01600502.png,Merengue,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",1600502,Card
Animal Crossing,Renée,Animal Crossing,04ba0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04ba0001-005d0502.png,Renée,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",005d0502,Card
Animal Crossing,Vesta,Animal Crossing,04c50001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04c50001-01010502.png,Vesta,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",1010502,Card
Animal Crossing,Baabara,Animal Crossing,04c60001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04c60001-01670502.png,Baabara,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",1670502,Card
Animal Crossing,Eunice,Animal Crossing,04c70001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04c70001-00940502.png,Eunice,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",940502,Card
Animal Crossing,Stella,Animal Crossing,04c80001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04c80001-02ed0502.png,Stella,"{'au': '2016-11-10', 'eu': '2016-11-11', 'jp': '2016-11-03', 'na': '2016-12-02'}",02ed0502,Card
Animal Crossing,Cashmere,Animal Crossing,04c90001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04c90001-030d0502.png,Cashmere,"{'au': '2016-11-10', 'eu': '2016-11-11', 'jp': '2016-11-03', 'na': '2016-12-02'}",030d0502,Card
Animal Crossing,Willow,Animal Crossing,04cc0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04cc0001-00a40502.png,Willow,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",00a40502,Card
Animal Crossing,Curlos,Animal Crossing,04cd0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04cd0001-01520502.png,Curlos,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",1520502,Card
Animal Crossing,Wendy,Animal Crossing,04ce0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04ce0001-00db0502.png,Wendy,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00db0502,Card
Animal Crossing,Timbra,Animal Crossing,04cf0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04cf0001-00e10502.png,Timbra,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",0,Card
Animal Crossing,Frita,Animal Crossing,04d00001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04d00001-01960502.png,Frita,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",1960502,Card
Animal Crossing,Muffy,Animal Crossing,04d10001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04d10001-009e0502.png,Muffy,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",009e0502,Card
Animal Crossing,Pietro,Animal Crossing,04d20001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04d20001-01a70502.png,Pietro,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",01a70502,Card
Animal Crossing,Étoile,Animal Crossing,04d30101,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04d30101-031b0502.png,Étoile,"{'au': None, 'eu': '2016-11-25', 'jp': '2016-11-03', 'na': None}",031b0502,Card
Animal Crossing,Peanut,Animal Crossing,04dd0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04dd0001-00a20502.png,Peanut,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",00a20502,Card
Animal Crossing,Blaire,Animal Crossing,04de0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04de0001-00ce0502.png,Blaire,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00ce0502,Card
Animal Crossing,Filbert,Animal Crossing,04df0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04df0001-00e80502.png,Filbert,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",0,Card
Animal Crossing,Pecan,Animal Crossing,40,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04e00001-00f70502.png,Pecan,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00f70502,Card
Animal Crossing,Nibbles,Animal Crossing,04e10001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04e10001-01be0502.png,Nibbles,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",01be0502,Card
Animal Crossing,Agent S,Animal Crossing,04e20001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04e20001-01090502.png,Agent S,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",1090502,Card
Animal Crossing,Caroline,Animal Crossing,04e30001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04e30001-01650502.png,Caroline,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",1650502,Card
Animal Crossing,Sally,Animal Crossing,04e40001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04e40001-01b60502.png,Sally,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",01b60502,Card
Animal Crossing,Static,Animal Crossing,04e50001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04e50001-01ad0502.png,Static,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",01ad0502,Card
Animal Crossing,Mint,Animal Crossing,04e60001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04e60001-00820502.png,Mint,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",820502,Card
Animal Crossing,Ricky,Animal Crossing,04e70001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04e70001-01320502.png,Ricky,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",1320502,Card
Animal Crossing,Cally,Animal Crossing,04e80001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04e80001-01ce0502.png,Cally,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",01ce0502,Card
Animal Crossing,Tasha,Animal Crossing,04ea0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04ea0001-03180502.png,Tasha,"{'au': '2016-11-10', 'eu': '2016-11-11', 'jp': '2016-11-03', 'na': '2016-12-02'}",3180502,Card
Animal Crossing,Sylvana,Animal Crossing,04eb0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04eb0001-02f00502.png,Sylvana,"{'au': '2016-11-10', 'eu': '2016-11-11', 'jp': '2016-11-03', 'na': '2016-12-02'}",02f00502,Card
Animal Crossing,Poppy,Animal Crossing,04ec0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04ec0001-00770502.png,Poppy,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",770502,Card
Animal Crossing,Sheldon,Animal Crossing,04ed0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04ed0001-00620502.png,Sheldon,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",620502,Card
Animal Crossing,Marshal,Animal Crossing,04ee0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04ee0001-014b0502.png,Marshal,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",014b0502,Card
Animal Crossing,Hazel,Animal Crossing,04ef0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04ef0001-013b0502.png,Hazel,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",013b0502,Card
Animal Crossing,Rolf,Animal Crossing,04fa0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04fa0001-01680502.png,Rolf,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",1680502,Card
Animal Crossing,Rowan,Animal Crossing,04fb0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04fb0001-01c60502.png,Rowan,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",01c60502,Card
Animal Crossing,Tybalt,Animal Crossing,04fc0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04fc0001-02ee0502.png,Tybalt,"{'au': '2016-11-10', 'eu': '2016-11-11', 'jp': '2016-11-03', 'na': '2016-12-02'}",02ee0502,Card
Animal Crossing,Bangle,Animal Crossing,04fd0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04fd0001-007b0502.png,Bangle,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",007b0502,Card
Animal Crossing,Leonardo,Animal Crossing,04fe0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04fe0001-00590502.png,Leonardo,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",590502,Card
Animal Crossing,Claudia,Animal Crossing,04ff0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04ff0001-01620502.png,Claudia,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",1620502,Card
Animal Crossing,Bianca,Animal Crossing,5000001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_05000001-00e70502.png,Bianca,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",0,Card
Animal Crossing,Chief,Animal Crossing,050b0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_050b0001-00990502.png,Chief,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",990502,Card
Animal Crossing,Lobo,Animal Crossing,050c0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_050c0001-01c10502.png,Lobo,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",01c10502,Card
Animal Crossing,Wolfgang,Animal Crossing,050d0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_050d0001-01420502.png,Wolfgang,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",1420502,Card
Animal Crossing,Whitney,Animal Crossing,500,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_050e0001-00d70502.png,Whitney,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00d70502,Card
Animal Crossing,Dobie,Animal Crossing,050f0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_050f0001-03140502.png,Dobie,"{'au': '2016-11-10', 'eu': '2016-11-11', 'jp': '2016-11-03', 'na': '2016-12-02'}",3140502,Card
Animal Crossing,Freya,Animal Crossing,5100001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_05100001-01070502.png,Freya,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",1070502,Card
Animal Crossing,Fang,Animal Crossing,5110001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_05110001-01950502.png,Fang,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",1950502,Card
Animal Crossing,Vivian,Animal Crossing,5130001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_05130001-02e70502.png,Vivian,"{'au': '2016-11-10', 'eu': '2016-11-11', 'jp': '2016-11-03', 'na': '2016-12-02'}",02e70502,Card
Animal Crossing,Skye,Animal Crossing,5140001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_05140001-01530502.png,Skye,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",1530502,Card
Animal Crossing,Kyle,Animal Crossing,5150001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_05150001-005b0502.png,Kyle,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",005b0502,Card
Super Smash Bros.,Fox,Star Fox,5800000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_05800000-00050002.png,Fox,"{'au': '2014-11-29', 'eu': '2014-11-28', 'jp': '2014-12-06', 'na': '2014-11-21'}",50002,Figure
Super Smash Bros.,Falco,Star Fox,5810000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_05810000-001c0002.png,Falco,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-11-05', 'na': '2015-11-20'}",001c0002,Figure
Super Smash Bros.,Wolf,Star Fox,5840000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_05840000-037e0002.png,Wolf,"{'au': '2018-12-07', 'eu': '2018-12-07', 'jp': '2018-12-07', 'na': '2018-12-07'}",3700,Figure
Super Smash Bros.,Samus,Metroid,05c00000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_05c00000-00060002.png,Samus,"{'au': '2014-11-29', 'eu': '2014-11-28', 'jp': '2014-12-06', 'na': '2014-11-21'}",60002,Figure
Metroid,Samus,Metroid,05c00000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_05c00000-03651302.png,Samus Aran,"{'au': '2017-09-16', 'eu': '2017-09-15', 'jp': '2017-09-15', 'na': '2017-09-15'}",3651302,Figure
Super Smash Bros.,Samus,Metroid,05c00100,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_05c00100-001d0002.png,Zero Suit Samus,"{'au': '2015-07-04', 'eu': '2015-06-26', 'jp': '2015-06-11', 'na': '2015-09-11'}",001d0002,Figure
Metroid,Metroid,Metroid,05c10000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_05c10000-03661302.png,Metroid,"{'au': '2017-09-16', 'eu': '2017-09-15', 'jp': '2017-09-15', 'na': '2017-09-15'}",3661302,Figure
Super Smash Bros.,Ridley,Metroid,05c20000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_05c20000-037f0002.png,Ridley,"{'au': '2018-12-07', 'eu': '2018-12-07', 'jp': '2018-12-07', 'na': '2018-12-07'}",037f0002,Figure
Super Smash Bros.,Dark Samus,Metroid,05c30000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_05c30000-03800002.png,Dark Samus,"{'au': '2020-01-17', 'eu': '2020-01-17', 'jp': '2020-01-17', 'na': '2020-01-17'}",3800002,Figure
Super Smash Bros.,Captain Falcon,F-Zero,6000000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_06000000-00120002.png,Captain Falcon,"{'au': '2014-12-12', 'eu': '2014-12-19', 'jp': '2014-12-06', 'na': '2014-12-14'}",120002,Figure
Super Smash Bros.,Olimar,Pikmin,6400100,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_06400100-001e0002.png,Olimar,"{'au': '2015-07-23', 'eu': '2015-07-17', 'jp': '2015-07-17', 'na': '2015-09-11'}",100,Figure
Super Smash Bros.,Little Mac,Punch Out,06c00000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_06c00000-000f0002.png,Little Mac,"{'au': '2014-12-12', 'eu': '2014-12-19', 'jp': '2014-12-06', 'na': '2014-12-14'}",000f0002,Figure
Super Smash Bros.,Wii Fit Trainer,Wii Fit,7000000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_07000000-00070002.png,Wii Fit Trainer,"{'au': '2014-11-29', 'eu': '2014-11-28', 'jp': '2014-12-06', 'na': '2014-11-21'}",70002,Figure
Super Smash Bros.,Pit,Kid Icarus,7400000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_07400000-00100002.png,Pit,"{'au': '2014-12-12', 'eu': '2014-12-19', 'jp': '2014-12-06', 'na': '2014-12-14'}",100002,Figure
Super Smash Bros.,Dark Pit,Kid Icarus,7410000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_07410000-00200002.png,Dark Pit,"{'au': '2015-07-04', 'eu': '2015-06-26', 'jp': '2015-06-11', 'na': '2015-07-31'}",200002,Figure
Super Smash Bros.,Palutena,Kid Icarus,7420000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_07420000-001f0002.png,Palutena,"{'au': '2015-07-04', 'eu': '2015-06-26', 'jp': '2015-06-11', 'na': '2015-07-24'}",001f0002,Figure
Super Smash Bros.,Mr. G&W,Classic Nintendo,7800000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_07800000-002d0002.png,Mr. Game & Watch,"{'au': '2015-09-26', 'eu': '2015-09-25', 'jp': '2015-10-29', 'na': '2015-09-25'}",002d0002,Figure
Super Smash Bros.,R.O.B.,Classic Nintendo,7810000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_07810000-002e0002.png,R.O.B. - Famicom,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2015-10-29', 'na': '2016-03-18'}",200,Figure
Super Smash Bros.,R.O.B.,Classic Nintendo,7810000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_07810000-00330002.png,R.O.B. - NES,"{'au': '2015-09-26', 'eu': '2015-09-25', 'jp': None, 'na': '2015-09-25'}",330002,Figure
Super Smash Bros.,Duck Hunt,Classic Nintendo,7820000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_07820000-002f0002.png,Duck Hunt,"{'au': '2015-09-26', 'eu': '2015-09-25', 'jp': '2015-10-29', 'na': '2015-09-25'}",002f0002,Figure
Super Smash Bros.,Mii,Mii,07c00000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_07c00000-00210002.png,Mii Brawler,"{'au': '2015-09-26', 'eu': '2015-09-25', 'jp': '2015-09-10', 'na': '2015-11-01'}",210002,Figure
Super Smash Bros.,Mii,Mii,07c00100,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_07c00100-00220002.png,Mii Swordfighter,"{'au': '2015-09-26', 'eu': '2015-09-25', 'jp': '2015-09-10', 'na': '2015-11-01'}",220002,Figure
Super Smash Bros.,Mii,Mii,07c00200,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_07c00200-00230002.png,Mii Gunner,"{'au': '2015-09-26', 'eu': '2015-09-25', 'jp': '2015-09-10', 'na': '2015-11-01'}",230002,Figure
Splatoon,Inkling,Splatoon,8000100,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_08000100-003e0402.png,Inkling Girl,"{'au': '2015-05-30', 'eu': '2015-05-29', 'jp': '2015-05-28', 'na': '2015-05-29'}",003e0402,Figure
Splatoon,Inkling,Splatoon,8000100,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_08000100-025f0402.png,Inkling Girl - Lime Green,"{'au': '2016-07-09', 'eu': '2016-07-08', 'jp': '2016-07-07', 'na': '2016-07-08'}",025f0402,Figure
